kind,amplitude,f0,f1,phase,sample_id,phase2,ratio,split
chirp,0.5200808210519074,1.5454820229748325,5.332921202414644,-1.5666088252781925,556,,,test
mixture,0.5641171198306314,1.8313100407976401,7.909905912224432,1.1605972753041645,557,-3.1190440697303767,0.41098106162661263,train
sine,0.9002757810991693,6.854162188896819,6.854162188896819,-1.7395698732341789,558,,,test
chirp,0.6614632195286969,0.7015061372828721,6.729512717654329,-2.9314298118874227,559,,,validation
mixture,0.5496883207809731,1.3211142806817038,7.190769235287802,-0.45006546835339023,560,-2.0911039486638856,0.33266006497934786,validation
sine,0.5376974916327515,3.8539440494892023,3.8539440494892023,-1.5728269000721335,561,,,test
chirp,0.5409090287605846,2.2896560403218325,5.595700624121584,2.7566275339165385,562,,,validation
mixture,0.6004639297515844,1.9190081417051847,6.432702936197405,-0.13414126119018732,563,2.6836717540309554,0.5485158611791874,validation
sine,0.7486321977049084,2.793229010088823,2.793229010088823,2.5935163908926775,564,,,test
chirp,0.5053764215431593,0.8684279985908534,5.185399639406668,-0.8477719192445701,565,,,train
mixture,0.6946583029191402,3.360256884750932,7.580749986693361,-0.7918703665784386,566,2.1077469154145048,0.7128065783644211,validation
sine,0.5565287640215824,2.363301037413513,2.363301037413513,0.7221050023869924,567,,,validation
chirp,0.7050544575827676,2.247008893486409,7.669192168285792,-0.42235329624371243,568,,,validation
mixture,0.5875873943224912,1.2812888300690515,6.610380771239704,0.5233283617968545,569,2.771864222726757,0.5256474842676871,validation
sine,0.5108364797913444,3.1236307080518184,3.1236307080518184,2.466872382231754,570,,,validation
chirp,0.7726104838227266,2.221568227130466,4.689948279763858,1.3565583674505204,571,,,train
mixture,0.7660264198058002,2.779230293354142,7.752256795132711,-1.9056143635078284,572,1.6411134507413916,0.3172204919108728,train
sine,0.7328405527048565,1.5243335463231076,1.5243335463231076,2.0093742222080833,573,,,validation
chirp,0.8636991802422469,1.6958381250164956,4.59074154873524,1.9228738356127675,574,,,validation
mixture,0.8635557622574457,1.3455489577668382,6.885231977901071,-2.576587841895523,575,-0.6537739485409539,0.5749380917719269,train
sine,0.9508154578518682,2.846804447791481,2.846804447791481,0.5525898837178409,576,,,train
chirp,0.5020624338767679,2.396011439379987,7.865601867211525,-2.817640537957964,577,,,train
mixture,0.7246540699466972,2.892895439781376,7.965989858926938,2.7369977956172535,578,2.9504377753096396,0.4460282330390969,train
sine,0.5322690038824949,2.9148568238761774,2.9148568238761774,-1.8310196930337914,579,,,test
chirp,0.7624506350806434,2.1781689065084393,4.89111295165068,2.871107088951544,580,,,train
mixture,0.6898747658865564,1.8355429026227403,7.3142579693931165,-1.2121181195388613,581,2.776490311800961,0.34725659828800526,validation
sine,0.6913393133419219,5.63514715615955,5.63514715615955,-2.630165704964008,582,,,test
chirp,0.9712752760812311,0.5793563981781717,5.128020019395905,0.47011918647840556,583,,,train
mixture,0.916987836287317,1.7893257907800146,7.17164744578904,2.397004200335746,584,2.4199495356482075,0.3849479729684813,validation
sine,0.5647825428983613,4.243085098626516,4.243085098626516,2.9213470588175694,585,,,test
chirp,0.5257245761653775,0.900877956134069,7.932758536914358,-2.282731572259167,586,,,validation
mixture,0.6637165892644947,3.412143024702019,5.217739848388352,-1.2422601698353424,587,1.9489556330329307,0.7300243465820386,train
sine,0.9689899391617521,6.241865399330332,6.241865399330332,1.0951220403895334,588,,,train
chirp,0.6719191615658706,2.4545446374929067,6.514660956857329,-0.9093618976242333,589,,,validation
mixture,0.8020699603372552,3.4970418485202277,5.951939096145859,1.54002181355981,590,-1.16196068568061,0.47369517287880836,train
sine,0.5121828972844578,3.9404814740793173,3.9404814740793173,2.8602317676483615,591,,,train
chirp,0.7525967799701989,0.7893035345270545,6.393545639689902,-1.0211776567343356,592,,,train
mixture,0.8384038061672201,3.906090428413428,6.247456290140921,-2.3896749027787645,593,3.116041314475056,0.47919687352906654,test
sine,0.5444555454057122,4.695288289680464,4.695288289680464,-1.9501892689805223,594,,,test
chirp,0.5391462019681852,2.408524305836168,4.539902340172677,-1.654786827330993,595,,,train
mixture,0.8242239176859671,1.4154759147119322,6.584366250602272,0.2716420001629558,596,-0.4979154496187994,0.436464456076483,test
sine,0.7560780191519274,3.8436034822771465,3.8436034822771465,-2.4177163332468092,597,,,test
chirp,0.885742796588347,2.444938994166982,7.351596530709218,-2.1996348033074264,598,,,train
mixture,0.6270820814063995,2.2455419536460957,7.492751253696325,2.02592501199827,599,-1.395184675198195,0.4832930585600317,train
sine,0.9992690531325544,6.634552920717558,6.634552920717558,2.8459898464923006,600,,,train
chirp,0.9494763020166648,1.7809762603874901,5.612419406193595,2.8655700256491086,601,,,train
mixture,0.9884945898406776,3.987915224227092,7.875218119653267,-1.0821799090972082,602,-2.9125481202433674,0.437113407221904,test
sine,0.7866139418735159,2.0907453115419106,2.0907453115419106,0.16313590813885437,603,,,train
chirp,0.9384508859125027,1.633239653371411,4.0624611694916455,-1.4274583140406483,604,,,test
mixture,0.6348983317424982,2.7909600124281155,5.23655576301438,-2.6618315606339364,605,-2.6731029472884016,0.4690275872463117,train
sine,0.7743684983743548,1.8155063487158358,1.8155063487158358,0.6370381418773698,606,,,train
chirp,0.5921503062056455,0.8101807348730226,6.217274442361419,-0.6659752652454816,607,,,train
mixture,0.699572959847722,3.3694172252604773,4.555252075382389,-0.7508729135120769,608,-2.2109635890375863,0.5498534690737522,train
sine,0.9779701756607773,2.3493082081300076,2.3493082081300076,-1.470039056234637,609,,,train
chirp,0.810784265937414,0.7937687460532779,4.211687971626407,-0.07071540458051473,610,,,validation
mixture,0.5012624824903325,3.9476925595403483,6.851033843967594,-1.8075621838265077,611,3.1055016484790503,0.3337152001118285,train
sine,0.6308368491045611,3.3449943762824565,3.3449943762824565,-3.1247611091028635,612,,,test
chirp,0.5728181197752021,2.21345181705603,7.425379257176999,-2.1264484300591873,613,,,train
mixture,0.9397217029057434,1.3147796699607899,4.806648933833109,0.9106267689697205,614,-1.4675258200855938,0.7341937350810539,validation
sine,0.9458477361279423,5.161607967006788,5.161607967006788,-1.0986671490935929,615,,,train
chirp,0.960472774316264,1.8900494386212399,7.771663396520136,-1.2117237735550541,616,,,train
mixture,0.8098094565905747,3.8913776668222084,7.848036288084804,1.9006100838252422,617,-2.108396078070885,0.7491338248916767,test
sine,0.576627453266956,4.363845105395983,4.363845105395983,1.6745019074642622,618,,,train
chirp,0.8436705866325146,1.633609633912292,4.043452420878493,-0.243971685684937,619,,,train
mixture,0.8895694559218303,2.191919504098167,6.37504172607943,-2.193019290117978,620,1.3875488054370457,0.32337026393638174,test
sine,0.5555275753124865,4.8458994991401525,4.8458994991401525,-2.8281456115629626,621,,,train
chirp,0.6367233243762174,2.419154204020148,4.132293426701553,-0.8057703839083215,622,,,train
mixture,0.9263446202491038,3.0919357165957733,5.8491370128331654,-1.4086148611581024,623,-2.716598466493135,0.47192471729549823,test
sine,0.8015878388760752,5.262786855314244,5.262786855314244,-2.9704135477711664,624,,,train
chirp,0.9962772767344719,1.1558195912084954,7.643785051597853,-0.7388709661894852,625,,,train
mixture,0.8980691339528306,3.567689075569019,5.780470079311421,2.982840602831412,626,-0.7480855057132221,0.5008552484626214,validation
sine,0.6940086017305385,2.784546250823152,2.784546250823152,2.82449111014542,627,,,train
chirp,0.6663408416456242,0.965527507207018,7.364199029022359,-0.03350557301686097,628,,,validation
mixture,0.6190375521236013,3.1571954748929603,7.3742263375745285,0.12504068193911966,629,-1.2553151968823995,0.4176984479960093,train
sine,0.8867240332346239,1.747963019126692,1.747963019126692,1.1627165800235941,630,,,train
chirp,0.9852009669462265,2.3992820840978926,6.439520968570349,-1.5790139642336896,631,,,test
mixture,0.8145558271704533,2.560802364048474,7.85688875558584,2.93145992094656,632,-2.750882392579353,0.5202521956222717,test
sine,0.9561812926953426,6.7056189215046595,6.7056189215046595,-2.8968411604548745,633,,,validation
chirp,0.7475192725097051,1.9846563201115726,5.774384976461409,-1.2165246857081744,634,,,test
mixture,0.5258551976341117,3.2263253736253414,6.754371874270225,-0.7252644817683072,635,-2.868322037979767,0.2658510522399039,test
sine,0.7926253214729873,4.045681451894006,4.045681451894006,2.8686253522666387,636,,,train
chirp,0.6182102771690525,1.0813852510436264,5.890469473158172,0.7184187784524165,637,,,train
mixture,0.7880012815793429,2.3273036508205838,7.568792615507301,-1.229491232953642,638,-0.29591922711084573,0.388028051144644,train
sine,0.6342250925869859,1.0806042684148693,1.0806042684148693,2.5450150423683535,639,,,train
chirp,0.9655184039762008,1.9208030392774542,6.644834770411716,1.7020686886247605,640,,,validation
mixture,0.6575929426386391,1.1231213787322962,7.830150256589226,2.789076570080356,641,-0.5374073786046969,0.7368085717563289,validation
sine,0.7061446861594205,2.7277759101704837,2.7277759101704837,-1.2080993798927528,642,,,train
chirp,0.6149576303110729,1.1763001589706958,5.596773521841202,-0.4254476763705566,643,,,train
mixture,0.6479734330670592,1.0621585660452721,5.268562927407626,-1.7431533826990382,644,-2.4487750576355007,0.7327399672566595,validation
sine,0.8929042605658621,1.5241456627829497,1.5241456627829497,-2.4152977344503617,645,,,validation
chirp,0.953936328457829,1.6068006393472636,5.012674720296024,-0.09751191104125834,646,,,test
mixture,0.6124725966344226,3.7888861609100895,5.288334298713286,2.236776545176488,647,-0.7591590683649927,0.5940697464546856,validation
sine,0.7187763987930449,2.099316525768928,2.099316525768928,1.065658167151808,648,,,test
chirp,0.9405352952779094,1.8359191492674758,7.109096319899219,-2.419062105201106,649,,,train
mixture,0.8155086125017794,2.235342062260106,7.265112791458064,-0.5129555597814512,650,-1.27705501108314,0.6038032699591034,train
sine,0.7506337309114021,4.74892584207971,4.74892584207971,-0.0832018461629449,651,,,train
chirp,0.7886151596772699,0.7595738180470544,7.612632880620572,-1.4924812395595557,652,,,test
mixture,0.7918764632573084,1.5265627651391855,6.79353117155514,0.6732204368068291,653,2.0097023767384927,0.3385622630788388,train
sine,0.951532267395159,1.9301825788671192,1.9301825788671192,3.0643539001110502,654,,,test
chirp,0.8440720777677759,1.3978972299223507,4.300847245328352,-1.1016688234910572,655,,,train
mixture,0.9621386489141521,2.6950179839744237,6.667321845988148,-2.0760678666324868,656,0.4758366910001386,0.6265075594177405,train
sine,0.8793163529958077,2.322029923644779,2.322029923644779,-0.4786531317235805,657,,,train
chirp,0.5001895451204332,2.0230388384851348,7.34924835679154,-0.7747796207389444,658,,,train
mixture,0.847067709704048,3.932335458204146,5.7186376737651266,-2.5374903368468016,659,2.0992685708184844,0.7285184300740248,validation
sine,0.8749031827534617,6.503310471088432,6.503310471088432,1.0545461464291552,660,,,train
chirp,0.7306093851503077,0.8806425304486216,5.395257054662995,-2.4401606725474725,661,,,train
mixture,0.6996238844327777,2.6298269805175813,5.837957994733123,-1.6541164380688613,662,-1.0613088811017346,0.42484548140919576,train
sine,0.7880176585487051,2.760121259656529,2.760121259656529,-0.35120288245921394,663,,,train
chirp,0.8849300188263088,0.7851417497733351,4.5686838651768005,-0.9380552669865425,664,,,train
mixture,0.9943683107700271,2.9172605667196243,5.925199292980922,0.46323590729405906,665,-1.4066768752128707,0.7116835199876499,train
sine,0.5515307232149702,6.112750244495776,6.112750244495776,2.4145872909376056,666,,,train
chirp,0.9707695245521535,1.4903226327583892,6.661058981820253,1.2350853398823034,667,,,train
mixture,0.8518029607116191,1.6899869922191306,5.797062071665586,-2.8205004705327377,668,-2.325470609519288,0.3632043078309206,test
sine,0.5970252302324928,4.5054402113471195,4.5054402113471195,-1.991965122557545,669,,,train
chirp,0.6343795616942789,0.946207610663117,7.89952968755179,1.6447854057840434,670,,,validation
mixture,0.5681919871752439,3.088686565608703,6.015015058463861,-2.1378665665317707,671,-1.456525370874306,0.4471120586187617,train
sine,0.5522006464813378,1.2833142638167305,1.2833142638167305,-0.9813919722330984,672,,,validation
chirp,0.7744220552943823,0.5875417415206854,5.826075586372047,-2.3848956263385057,673,,,train
mixture,0.5962546339592452,2.8951590330819004,7.951679684207781,1.6286711070521056,674,2.3751504878749703,0.45477730987254833,train
sine,0.8504691302344907,1.0016089372187569,1.0016089372187569,1.0093822899851874,675,,,train
chirp,0.7662930162710675,1.335529059533573,7.435061452652176,-2.0776166336826076,676,,,train
mixture,0.7263248049042439,2.619185195767618,6.099872072743064,-0.30241672889417615,677,1.8941894456568082,0.3330440412306573,train
sine,0.7703382960128964,2.2388763005992183,2.2388763005992183,0.567946760531469,678,,,train
chirp,0.9487257069653217,1.1038645589009204,7.160196328891283,-0.574558810835732,679,,,train
mixture,0.5562113166543905,3.042426695663507,7.147270275834726,0.9740019882168678,680,-2.489980096866353,0.3830047829790031,train
sine,0.6250406964393791,3.6324127890279563,3.6324127890279563,0.5113927916849512,681,,,test
chirp,0.5374399659056353,1.6551076739462733,5.17432692935188,0.8206149504855835,682,,,train
mixture,0.8709338179063553,2.6207967747816694,5.245884956050423,-0.7660589224415646,683,1.9162634226303776,0.35260873936044096,train
sine,0.61698957250925,6.4610630903396835,6.4610630903396835,1.4298449947197946,684,,,test
chirp,0.8370475054605953,1.0045471477771941,7.609095848253379,-1.8841190056044264,685,,,train
mixture,0.6137232735837133,3.4435249751776866,7.845825560017845,2.697120121559423,686,-0.6294839329030548,0.4502378415216768,train
sine,0.9211071884062296,5.0373866428358225,5.0373866428358225,-2.892902369617278,687,,,test
chirp,0.6810580186145097,0.7673725176548452,4.035776435702747,0.20466663946126706,688,,,train
mixture,0.5581406067951116,1.8902566664884817,6.5752938521581665,1.4677855518573164,689,-1.0305898816332442,0.6036142250653109,train
sine,0.7204033528438518,1.2300432168795463,1.2300432168795463,-2.7187616511182875,690,,,test
chirp,0.8082694662896501,1.6642368752599979,7.272378427072131,0.4331876702703821,691,,,validation
mixture,0.9793007466155004,3.3055401069065935,7.4771016301099404,-2.1824341689716595,692,2.23100010789907,0.4039536713235417,validation
sine,0.7788052529173178,5.894650005651467,5.894650005651467,1.3647237876875762,693,,,train
chirp,0.5735188041199284,2.1186717863525746,5.867985868118426,-1.362453009910084,694,,,train
mixture,0.6704332457607172,1.6690052572493066,7.355816183193056,-2.4089186500787747,695,1.0943577838007883,0.35121342146829676,train
sine,0.6146499062545758,3.69302077848762,3.69302077848762,2.4703559199893856,696,,,validation
chirp,0.8990380056878532,2.352870914061624,7.4930896171404076,1.377765357538986,697,,,train
mixture,0.8627333447277152,3.6128879304967807,7.239779496280074,2.16302605618404,698,2.2456037200917507,0.5242206706196338,test
sine,0.8595274658617027,5.175397498860652,5.175397498860652,1.853197063276923,699,,,validation
chirp,0.7397392696715767,0.5493920119468476,4.514204269518222,-1.21114042123531,700,,,test
mixture,0.677488653145649,3.4617248121940896,6.69429288202134,-2.295343250957763,701,2.9196768522186565,0.609326201235744,train
sine,0.5886073188324776,2.558475660865922,2.558475660865922,0.3648607990322703,702,,,test
chirp,0.652781758369299,1.458172032913865,5.97003117964735,2.888081050205588,703,,,test
mixture,0.8553265057243542,3.496636760876145,5.966443266666666,2.384230262024701,704,0.7866681827598891,0.28945218182964166,train
sine,0.5530376805203715,1.474706066235307,1.474706066235307,-0.7348200142269024,705,,,train
chirp,0.9531063691964228,1.3671416771553575,4.923511689534968,-0.22850314864220733,706,,,validation
mixture,0.514049996904359,3.742417995198567,6.2482135421563605,-2.6795465242334195,707,-3.11153291130224,0.2532319907962883,test
sine,0.61760012880263,2.3012468512526567,2.3012468512526567,-0.49462341996486936,708,,,train
chirp,0.9338194999764469,0.5484833444287573,6.61380814869014,-2.9666019902329186,709,,,train
mixture,0.9885758762169441,2.321011074547916,5.024545906666022,1.533450042009724,710,-2.701399409014053,0.7200928556853976,train
sine,0.9843769084079863,5.204254763173889,5.204254763173889,-0.7147906526281109,711,,,validation
chirp,0.7015607087530551,1.9230153651417399,4.178121444223482,-1.2168803625402824,712,,,validation
mixture,0.8840417656582444,2.784248514906839,7.6149920897941525,-0.6263923517681276,713,2.793730325504499,0.35613453429088077,test
sine,0.8205836046773134,4.869512689969511,4.869512689969511,0.9589432103239268,714,,,train
chirp,0.9842248173134542,2.473181875464284,4.562538699118825,0.360761888730289,715,,,train
mixture,0.991126316842809,2.842392521408222,5.348810248683208,-0.559867628615947,716,-0.7617023563058689,0.7270111291570054,validation
sine,0.876985792798081,5.6176417978351925,5.6176417978351925,1.6618533963491355,717,,,validation
chirp,0.7482518714210579,0.9894924453642935,4.8268609191188165,0.6641080659492222,718,,,train
mixture,0.8387053783941056,2.1758735124077186,4.789109281188967,-0.5940633258483996,719,1.3726583938147474,0.4990289911235744,train
